1.0896,2.642,5.39,2.16,1.0133,0,0,0
11.0573,5.5145,3.59,0.38,1.5791,0,0,0
0.6352,0.8253,2.86,2.03,5.2387,1.1915,2.2369,0
0.3891,1.4683,2.46,1.82,6.6764,3.4052,2.6014,0.8098
1.0719,0.451,3.42,7.44,7.9838,7.6861,24.0469,7.9826
0.7785,1.0021,4.71,8.98,19.1076,42.4488,203.3325,49.318
5.1475,2.8121,0.45,3.62,20.9658,37.9678,58.9851,14.3309
3.8274,0.2433,0,0,0,5.1536,4.8716,1.7852
